Proposed_Name	Gene_ID	Gene_Coordinates	strand	hosts	cycle	vibrant_accession	vibrant_title	query_length	interproscan_analysis_database	interproscan_signature_accession	interproscan_signature_description	interproscan_start	interproscan_stop	interproscan_evalue	interproscan_match_status	interproscan_annotation	interproscan_description	BLASTP_Subject_ID	BLASTP_Percent_ID	BLASTP_Alignment_Length	BLASTP_Mismatches	BLASTP_Gap_Openings	BLASTP_Start_Query	BLASTP_End_Query	BLASTP_Start_Subject	BLASTP_End_Subject	BLASTP_E_Value	BLASTP_Bitscore	BLASTP_Query_Length	BLASTP_Subject_Length	BLASTP_Subject_Phylums	BLASTP_Subject_Sciname	BLASTP_Subject_Taxid	BLASTP_Subject_Title
`Fenrir Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_226_42	(36211..37479)	-1	Lokiarchaeota	Lytic	K00754	bshA; L-malate glycosyltransferase [EC:2.4.1.-]	422	Pfam	PF00534	Glycosyl transferases group 1	162	320	9.10E-21	TRUE	IPR001296	Glycosyl transferase, family 1	WP_047116535.1	40.5	415	224	10	3	403	5	410	1.50E-81	313.9	423	421	Spirochaetes	Brachyspira hyodysenteriae	159	WP_047116535.1 glycosyltransferase [Brachyspira hyodysenteriae]
`Fenrir Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_226_42	(36211..37479)	-1	Lokiarchaeota	Lytic	K00754	bshA; L-malate glycosyltransferase [EC:2.4.1.-]	422	Pfam	PF00534	Glycosyl transferases group 1	162	320	9.10E-21	TRUE	IPR001296	Glycosyl transferase, family 1	OGN04114.1	39.4	442	240	8	3	419	9	447	3.10E-82	316.2	423	452	Candidatus Yanofskybacteria	Candidatus Yanofskybacteria bacterium RIFCSPHIGHO2_01_FULL_44_17	1802668	OGN04114.1 hypothetical protein A2831_02275 [Candidatus Yanofskybacteria bacterium RIFCSPHIGHO2_01_FULL_44_17]
`Fenrir Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_226_42	(36211..37479)	-1	Lokiarchaeota	Lytic	K00754	bshA; L-malate glycosyltransferase [EC:2.4.1.-]	422	Pfam	PF00534	Glycosyl transferases group 1	162	320	9.10E-21	TRUE	IPR001296	Glycosyl transferase, family 1	MBA3047748.1	41.7	439	228	9	3	416	11	446	1.10E-87	334.3	423	451	N/A	N/A		MBA3047748.1 glycosyltransferase family 4 protein [Candidatus Falkowbacteria bacterium]
`Fenrir Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_226_42	(36211..37479)	-1	Lokiarchaeota	Lytic	K00754	bshA; L-malate glycosyltransferase [EC:2.4.1.-]	422	Pfam	PF00534	Glycosyl transferases group 1	162	320	9.10E-21	TRUE	IPR001296	Glycosyl transferase, family 1	KKQ77607.1	41.6	440	229	7	3	416	8	445	3.10E-90	342.8	423	446	0;Candidatus Zambryskibacteria	Parcubacteria group bacterium GW2011_GWA1_38_7;Candidatus Zambryskibacteria bacterium RIFCSPHIGHO2_01_FULL_39_63;Candidatus Zambryskibacteria bacterium RIFCSPHIGHO2_02_FULL_39_19;Candidatus Zambryskibacteria bacterium RIFCSPHIGHO2_12_FULL_39_21;Candidatus Zambryskibacteria bacterium RIFCSPLOWO2_01_FULL_39_39	1618783;1802733;1802746;1802752;1802758	KKQ77607.1 Glycosyl transferase, group 1-like protein [Parcubacteria group bacterium GW2011_GWA1_38_7]
`Fenrir Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_226_42	(36211..37479)	-1	Lokiarchaeota	Lytic	K00754	bshA; L-malate glycosyltransferase [EC:2.4.1.-]	422	Pfam	PF00534	Glycosyl transferases group 1	162	320	9.10E-21	TRUE	IPR001296	Glycosyl transferase, family 1	PJE67693.1	42.6	444	225	9	3	420	10	449	6.70E-93	351.7	423	470	Candidatus Shapirobacteria	Candidatus Shapirobacteria bacterium CG10_big_fil_rev_8_21_14_0_10_40_9	1974888	PJE67693.1 glycosyl transferase, group 1-like protein [Candidatus Shapirobacteria bacterium CG10_big_fil_rev_8_21_14_0_10_40_9]
`Fenrir Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_226_43	(37472..38641)	-1	Lokiarchaeota	Lytic	K18827	wbdD, wbbD; O-antigen chain-terminating methyltransferase [EC:2.1.1.- 2.1.1.294 2.7.1.181]	389	SUPERFAMILY	SSF53335	S-adenosyl-L-methionine-dependent methyltransferases	50	253	3.00E-32	TRUE	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase	PLY06380.1	33.5	325	193	6	2	316	7	318	1.40E-41	181	390	393	Proteobacteria	Arcobacter sp.	1872629	PLY06380.1 hypothetical protein C0625_09585 [Arcobacter sp.]
`Fenrir Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_226_43	(37472..38641)	-1	Lokiarchaeota	Lytic	K18827	wbdD, wbbD; O-antigen chain-terminating methyltransferase [EC:2.1.1.- 2.1.1.294 2.7.1.181]	389	SUPERFAMILY	SSF53335	S-adenosyl-L-methionine-dependent methyltransferases	50	253	3.00E-32	TRUE	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase	NLD36595.1	40.9	296	165	4	1	288	7	300	1.80E-60	243.8	390	308	N/A	N/A		NLD36595.1 class I SAM-dependent methyltransferase [Desulfatiglans sp.]
`Fenrir Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_226_43	(37472..38641)	-1	Lokiarchaeota	Lytic	K18827	wbdD, wbbD; O-antigen chain-terminating methyltransferase [EC:2.1.1.- 2.1.1.294 2.7.1.181]	389	SUPERFAMILY	SSF53335	S-adenosyl-L-methionine-dependent methyltransferases	50	253	3.00E-32	TRUE	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase	KIE43359.1	38.8	348	199	6	54	389	3	348	5.80E-67	265.4	390	348	Proteobacteria	Geobacter soli	1510391	KIE43359.1 hypothetical protein SE37_12320 [Geobacter soli]
`Fenrir Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_226_43	(37472..38641)	-1	Lokiarchaeota	Lytic	K18827	wbdD, wbbD; O-antigen chain-terminating methyltransferase [EC:2.1.1.- 2.1.1.294 2.7.1.181]	389	SUPERFAMILY	SSF53335	S-adenosyl-L-methionine-dependent methyltransferases	50	253	3.00E-32	TRUE	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase	WP_108102571.1	37.3	397	236	5	2	386	5	400	1.10E-68	271.2	390	404	Proteobacteria	Geobacter sp. DSM 2909	2135459	WP_108102571.1 class I SAM-dependent methyltransferase [Geobacter sp. DSM 2909]
`Fenrir Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_226_43	(37472..38641)	-1	Lokiarchaeota	Lytic	K18827	wbdD, wbbD; O-antigen chain-terminating methyltransferase [EC:2.1.1.- 2.1.1.294 2.7.1.181]	389	SUPERFAMILY	SSF53335	S-adenosyl-L-methionine-dependent methyltransferases	50	253	3.00E-32	TRUE	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase	HDY77193.1	42.5	398	167	9	3	389	4	350	2.10E-77	300.1	390	350	N/A	N/A		HDY77193.1 class I SAM-dependent methyltransferase [archaeon]
`Fenrir Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_226_43	(37472..38641)	-1	Lokiarchaeota	Lytic	K18827	wbdD, wbbD; O-antigen chain-terminating methyltransferase [EC:2.1.1.- 2.1.1.294 2.7.1.181]	389	SUPERFAMILY	SSF53335	S-adenosyl-L-methionine-dependent methyltransferases	50	253	3.00E-32	TRUE	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase	WP_082021158.1	38	403	234	7	1	389	4	404	3.30E-78	302.8	390	404	Proteobacteria	Geobacter soli	1510391	WP_082021158.1 class I SAM-dependent methyltransferase [Geobacter soli]
`Fenrir Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_226_43	(37472..38641)	-1	Lokiarchaeota	Lytic	K18827	wbdD, wbbD; O-antigen chain-terminating methyltransferase [EC:2.1.1.- 2.1.1.294 2.7.1.181]	389	SUPERFAMILY	SSF53335	S-adenosyl-L-methionine-dependent methyltransferases	50	253	3.00E-32	TRUE	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase	KKQ77606.1	40.1	401	223	6	1	387	1	398	3.90E-79	305.8	390	401	0;Candidatus Zambryskibacteria	Parcubacteria group bacterium GW2011_GWA1_38_7;Candidatus Zambryskibacteria bacterium RIFCSPHIGHO2_01_FULL_39_63;Candidatus Zambryskibacteria bacterium RIFCSPHIGHO2_02_FULL_39_19;Candidatus Zambryskibacteria bacterium RIFCSPHIGHO2_12_FULL_39_21;Candidatus Zambryskibacteria bacterium RIFCSPLOWO2_01_FULL_39_39	1618783;1802733;1802746;1802752;1802758	KKQ77606.1 Methyltransferase type 12 [Parcubacteria group bacterium GW2011_GWA1_38_7]
`Fenrir Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_226_43	(37472..38641)	-1	Lokiarchaeota	Lytic	K18827	wbdD, wbbD; O-antigen chain-terminating methyltransferase [EC:2.1.1.- 2.1.1.294 2.7.1.181]	389	SUPERFAMILY	SSF53335	S-adenosyl-L-methionine-dependent methyltransferases	50	253	3.00E-32	TRUE	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase	HEC98962.1	41	400	220	6	2	386	8	406	3.90E-79	305.8	390	417	N/A	N/A		HEC98962.1 class I SAM-dependent methyltransferase [Proteobacteria bacterium]
`Fenrir Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_226_43	(37472..38641)	-1	Lokiarchaeota	Lytic	K18827	wbdD, wbbD; O-antigen chain-terminating methyltransferase [EC:2.1.1.- 2.1.1.294 2.7.1.181]	389	SUPERFAMILY	SSF53335	S-adenosyl-L-methionine-dependent methyltransferases	50	253	3.00E-32	TRUE	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase	OPY61697.1	44	400	208	6	3	387	9	407	1.00E-87	334.3	390	414	Firmicutes	Pelotomaculum sp. PtaU1.Bin065	1811696	OPY61697.1 putative S-adenosylmethionine-dependent methyltransferase [Pelotomaculum sp. PtaU1.Bin065]
`Fenrir Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_226_43	(37472..38641)	-1	Lokiarchaeota	Lytic	K18827	wbdD, wbbD; O-antigen chain-terminating methyltransferase [EC:2.1.1.- 2.1.1.294 2.7.1.181]	389	SUPERFAMILY	SSF53335	S-adenosyl-L-methionine-dependent methyltransferases	50	253	3.00E-32	TRUE	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase	WP_066221122.1	45.2	403	205	7	1	389	11	411	4.70E-93	352.1	390	808	Proteobacteria	Arcobacter cryaerophilus	28198	WP_066221122.1 methyltransferase domain-containing protein [Arcobacter cryaerophilus]
`Fenrir Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_226_43	(37472..38641)	-1	Lokiarchaeota	Lytic	K18827	wbdD, wbbD; O-antigen chain-terminating methyltransferase [EC:2.1.1.- 2.1.1.294 2.7.1.181]	389	Gene3D	G3DSA:3.40.50.150	Vaccinia Virus protein VP39	72	251	1.10E-35	TRUE			PLY06380.1	33.5	325	193	6	2	316	7	318	1.40E-41	181	390	393	Proteobacteria	Arcobacter sp.	1872629	PLY06380.1 hypothetical protein C0625_09585 [Arcobacter sp.]
`Fenrir Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_226_43	(37472..38641)	-1	Lokiarchaeota	Lytic	K18827	wbdD, wbbD; O-antigen chain-terminating methyltransferase [EC:2.1.1.- 2.1.1.294 2.7.1.181]	389	Gene3D	G3DSA:3.40.50.150	Vaccinia Virus protein VP39	72	251	1.10E-35	TRUE			NLD36595.1	40.9	296	165	4	1	288	7	300	1.80E-60	243.8	390	308	N/A	N/A		NLD36595.1 class I SAM-dependent methyltransferase [Desulfatiglans sp.]
`Fenrir Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_226_43	(37472..38641)	-1	Lokiarchaeota	Lytic	K18827	wbdD, wbbD; O-antigen chain-terminating methyltransferase [EC:2.1.1.- 2.1.1.294 2.7.1.181]	389	Gene3D	G3DSA:3.40.50.150	Vaccinia Virus protein VP39	72	251	1.10E-35	TRUE			KIE43359.1	38.8	348	199	6	54	389	3	348	5.80E-67	265.4	390	348	Proteobacteria	Geobacter soli	1510391	KIE43359.1 hypothetical protein SE37_12320 [Geobacter soli]
`Fenrir Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_226_43	(37472..38641)	-1	Lokiarchaeota	Lytic	K18827	wbdD, wbbD; O-antigen chain-terminating methyltransferase [EC:2.1.1.- 2.1.1.294 2.7.1.181]	389	Gene3D	G3DSA:3.40.50.150	Vaccinia Virus protein VP39	72	251	1.10E-35	TRUE			WP_108102571.1	37.3	397	236	5	2	386	5	400	1.10E-68	271.2	390	404	Proteobacteria	Geobacter sp. DSM 2909	2135459	WP_108102571.1 class I SAM-dependent methyltransferase [Geobacter sp. DSM 2909]
`Fenrir Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_226_43	(37472..38641)	-1	Lokiarchaeota	Lytic	K18827	wbdD, wbbD; O-antigen chain-terminating methyltransferase [EC:2.1.1.- 2.1.1.294 2.7.1.181]	389	Gene3D	G3DSA:3.40.50.150	Vaccinia Virus protein VP39	72	251	1.10E-35	TRUE			HDY77193.1	42.5	398	167	9	3	389	4	350	2.10E-77	300.1	390	350	N/A	N/A		HDY77193.1 class I SAM-dependent methyltransferase [archaeon]
`Fenrir Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_226_43	(37472..38641)	-1	Lokiarchaeota	Lytic	K18827	wbdD, wbbD; O-antigen chain-terminating methyltransferase [EC:2.1.1.- 2.1.1.294 2.7.1.181]	389	Gene3D	G3DSA:3.40.50.150	Vaccinia Virus protein VP39	72	251	1.10E-35	TRUE			WP_082021158.1	38	403	234	7	1	389	4	404	3.30E-78	302.8	390	404	Proteobacteria	Geobacter soli	1510391	WP_082021158.1 class I SAM-dependent methyltransferase [Geobacter soli]
`Fenrir Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_226_43	(37472..38641)	-1	Lokiarchaeota	Lytic	K18827	wbdD, wbbD; O-antigen chain-terminating methyltransferase [EC:2.1.1.- 2.1.1.294 2.7.1.181]	389	Gene3D	G3DSA:3.40.50.150	Vaccinia Virus protein VP39	72	251	1.10E-35	TRUE			KKQ77606.1	40.1	401	223	6	1	387	1	398	3.90E-79	305.8	390	401	0;Candidatus Zambryskibacteria	Parcubacteria group bacterium GW2011_GWA1_38_7;Candidatus Zambryskibacteria bacterium RIFCSPHIGHO2_01_FULL_39_63;Candidatus Zambryskibacteria bacterium RIFCSPHIGHO2_02_FULL_39_19;Candidatus Zambryskibacteria bacterium RIFCSPHIGHO2_12_FULL_39_21;Candidatus Zambryskibacteria bacterium RIFCSPLOWO2_01_FULL_39_39	1618783;1802733;1802746;1802752;1802758	KKQ77606.1 Methyltransferase type 12 [Parcubacteria group bacterium GW2011_GWA1_38_7]
`Fenrir Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_226_43	(37472..38641)	-1	Lokiarchaeota	Lytic	K18827	wbdD, wbbD; O-antigen chain-terminating methyltransferase [EC:2.1.1.- 2.1.1.294 2.7.1.181]	389	Gene3D	G3DSA:3.40.50.150	Vaccinia Virus protein VP39	72	251	1.10E-35	TRUE			HEC98962.1	41	400	220	6	2	386	8	406	3.90E-79	305.8	390	417	N/A	N/A		HEC98962.1 class I SAM-dependent methyltransferase [Proteobacteria bacterium]
`Fenrir Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_226_43	(37472..38641)	-1	Lokiarchaeota	Lytic	K18827	wbdD, wbbD; O-antigen chain-terminating methyltransferase [EC:2.1.1.- 2.1.1.294 2.7.1.181]	389	Gene3D	G3DSA:3.40.50.150	Vaccinia Virus protein VP39	72	251	1.10E-35	TRUE			OPY61697.1	44	400	208	6	3	387	9	407	1.00E-87	334.3	390	414	Firmicutes	Pelotomaculum sp. PtaU1.Bin065	1811696	OPY61697.1 putative S-adenosylmethionine-dependent methyltransferase [Pelotomaculum sp. PtaU1.Bin065]
`Fenrir Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_226_43	(37472..38641)	-1	Lokiarchaeota	Lytic	K18827	wbdD, wbbD; O-antigen chain-terminating methyltransferase [EC:2.1.1.- 2.1.1.294 2.7.1.181]	389	Gene3D	G3DSA:3.40.50.150	Vaccinia Virus protein VP39	72	251	1.10E-35	TRUE			WP_066221122.1	45.2	403	205	7	1	389	11	411	4.70E-93	352.1	390	808	Proteobacteria	Arcobacter cryaerophilus	28198	WP_066221122.1 methyltransferase domain-containing protein [Arcobacter cryaerophilus]
`Fenrir Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_226_43	(37472..38641)	-1	Lokiarchaeota	Lytic	K18827	wbdD, wbbD; O-antigen chain-terminating methyltransferase [EC:2.1.1.- 2.1.1.294 2.7.1.181]	389	Pfam	PF13489	Methyltransferase domain	90	234	2.70E-17	TRUE			PLY06380.1	33.5	325	193	6	2	316	7	318	1.40E-41	181	390	393	Proteobacteria	Arcobacter sp.	1872629	PLY06380.1 hypothetical protein C0625_09585 [Arcobacter sp.]
`Fenrir Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_226_43	(37472..38641)	-1	Lokiarchaeota	Lytic	K18827	wbdD, wbbD; O-antigen chain-terminating methyltransferase [EC:2.1.1.- 2.1.1.294 2.7.1.181]	389	Pfam	PF13489	Methyltransferase domain	90	234	2.70E-17	TRUE			NLD36595.1	40.9	296	165	4	1	288	7	300	1.80E-60	243.8	390	308	N/A	N/A		NLD36595.1 class I SAM-dependent methyltransferase [Desulfatiglans sp.]
`Fenrir Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_226_43	(37472..38641)	-1	Lokiarchaeota	Lytic	K18827	wbdD, wbbD; O-antigen chain-terminating methyltransferase [EC:2.1.1.- 2.1.1.294 2.7.1.181]	389	Pfam	PF13489	Methyltransferase domain	90	234	2.70E-17	TRUE			KIE43359.1	38.8	348	199	6	54	389	3	348	5.80E-67	265.4	390	348	Proteobacteria	Geobacter soli	1510391	KIE43359.1 hypothetical protein SE37_12320 [Geobacter soli]
`Fenrir Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_226_43	(37472..38641)	-1	Lokiarchaeota	Lytic	K18827	wbdD, wbbD; O-antigen chain-terminating methyltransferase [EC:2.1.1.- 2.1.1.294 2.7.1.181]	389	Pfam	PF13489	Methyltransferase domain	90	234	2.70E-17	TRUE			WP_108102571.1	37.3	397	236	5	2	386	5	400	1.10E-68	271.2	390	404	Proteobacteria	Geobacter sp. DSM 2909	2135459	WP_108102571.1 class I SAM-dependent methyltransferase [Geobacter sp. DSM 2909]
`Fenrir Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_226_43	(37472..38641)	-1	Lokiarchaeota	Lytic	K18827	wbdD, wbbD; O-antigen chain-terminating methyltransferase [EC:2.1.1.- 2.1.1.294 2.7.1.181]	389	Pfam	PF13489	Methyltransferase domain	90	234	2.70E-17	TRUE			HDY77193.1	42.5	398	167	9	3	389	4	350	2.10E-77	300.1	390	350	N/A	N/A		HDY77193.1 class I SAM-dependent methyltransferase [archaeon]
`Fenrir Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_226_43	(37472..38641)	-1	Lokiarchaeota	Lytic	K18827	wbdD, wbbD; O-antigen chain-terminating methyltransferase [EC:2.1.1.- 2.1.1.294 2.7.1.181]	389	Pfam	PF13489	Methyltransferase domain	90	234	2.70E-17	TRUE			WP_082021158.1	38	403	234	7	1	389	4	404	3.30E-78	302.8	390	404	Proteobacteria	Geobacter soli	1510391	WP_082021158.1 class I SAM-dependent methyltransferase [Geobacter soli]
`Fenrir Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_226_43	(37472..38641)	-1	Lokiarchaeota	Lytic	K18827	wbdD, wbbD; O-antigen chain-terminating methyltransferase [EC:2.1.1.- 2.1.1.294 2.7.1.181]	389	Pfam	PF13489	Methyltransferase domain	90	234	2.70E-17	TRUE			KKQ77606.1	40.1	401	223	6	1	387	1	398	3.90E-79	305.8	390	401	0;Candidatus Zambryskibacteria	Parcubacteria group bacterium GW2011_GWA1_38_7;Candidatus Zambryskibacteria bacterium RIFCSPHIGHO2_01_FULL_39_63;Candidatus Zambryskibacteria bacterium RIFCSPHIGHO2_02_FULL_39_19;Candidatus Zambryskibacteria bacterium RIFCSPHIGHO2_12_FULL_39_21;Candidatus Zambryskibacteria bacterium RIFCSPLOWO2_01_FULL_39_39	1618783;1802733;1802746;1802752;1802758	KKQ77606.1 Methyltransferase type 12 [Parcubacteria group bacterium GW2011_GWA1_38_7]
`Fenrir Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_226_43	(37472..38641)	-1	Lokiarchaeota	Lytic	K18827	wbdD, wbbD; O-antigen chain-terminating methyltransferase [EC:2.1.1.- 2.1.1.294 2.7.1.181]	389	Pfam	PF13489	Methyltransferase domain	90	234	2.70E-17	TRUE			HEC98962.1	41	400	220	6	2	386	8	406	3.90E-79	305.8	390	417	N/A	N/A		HEC98962.1 class I SAM-dependent methyltransferase [Proteobacteria bacterium]
`Fenrir Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_226_43	(37472..38641)	-1	Lokiarchaeota	Lytic	K18827	wbdD, wbbD; O-antigen chain-terminating methyltransferase [EC:2.1.1.- 2.1.1.294 2.7.1.181]	389	Pfam	PF13489	Methyltransferase domain	90	234	2.70E-17	TRUE			OPY61697.1	44	400	208	6	3	387	9	407	1.00E-87	334.3	390	414	Firmicutes	Pelotomaculum sp. PtaU1.Bin065	1811696	OPY61697.1 putative S-adenosylmethionine-dependent methyltransferase [Pelotomaculum sp. PtaU1.Bin065]
`Fenrir Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_226_43	(37472..38641)	-1	Lokiarchaeota	Lytic	K18827	wbdD, wbbD; O-antigen chain-terminating methyltransferase [EC:2.1.1.- 2.1.1.294 2.7.1.181]	389	Pfam	PF13489	Methyltransferase domain	90	234	2.70E-17	TRUE			WP_066221122.1	45.2	403	205	7	1	389	11	411	4.70E-93	352.1	390	808	Proteobacteria	Arcobacter cryaerophilus	28198	WP_066221122.1 methyltransferase domain-containing protein [Arcobacter cryaerophilus]
`Fenrir Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_226_43	(37472..38641)	-1	Lokiarchaeota	Lytic	K18827	wbdD, wbbD; O-antigen chain-terminating methyltransferase [EC:2.1.1.- 2.1.1.294 2.7.1.181]	389	CDD	cd02440	AdoMet_MTases	102	194	1.70E-13	TRUE			PLY06380.1	33.5	325	193	6	2	316	7	318	1.40E-41	181	390	393	Proteobacteria	Arcobacter sp.	1872629	PLY06380.1 hypothetical protein C0625_09585 [Arcobacter sp.]
`Fenrir Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_226_43	(37472..38641)	-1	Lokiarchaeota	Lytic	K18827	wbdD, wbbD; O-antigen chain-terminating methyltransferase [EC:2.1.1.- 2.1.1.294 2.7.1.181]	389	CDD	cd02440	AdoMet_MTases	102	194	1.70E-13	TRUE			NLD36595.1	40.9	296	165	4	1	288	7	300	1.80E-60	243.8	390	308	N/A	N/A		NLD36595.1 class I SAM-dependent methyltransferase [Desulfatiglans sp.]
`Fenrir Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_226_43	(37472..38641)	-1	Lokiarchaeota	Lytic	K18827	wbdD, wbbD; O-antigen chain-terminating methyltransferase [EC:2.1.1.- 2.1.1.294 2.7.1.181]	389	CDD	cd02440	AdoMet_MTases	102	194	1.70E-13	TRUE			KIE43359.1	38.8	348	199	6	54	389	3	348	5.80E-67	265.4	390	348	Proteobacteria	Geobacter soli	1510391	KIE43359.1 hypothetical protein SE37_12320 [Geobacter soli]
`Fenrir Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_226_43	(37472..38641)	-1	Lokiarchaeota	Lytic	K18827	wbdD, wbbD; O-antigen chain-terminating methyltransferase [EC:2.1.1.- 2.1.1.294 2.7.1.181]	389	CDD	cd02440	AdoMet_MTases	102	194	1.70E-13	TRUE			WP_108102571.1	37.3	397	236	5	2	386	5	400	1.10E-68	271.2	390	404	Proteobacteria	Geobacter sp. DSM 2909	2135459	WP_108102571.1 class I SAM-dependent methyltransferase [Geobacter sp. DSM 2909]
`Fenrir Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_226_43	(37472..38641)	-1	Lokiarchaeota	Lytic	K18827	wbdD, wbbD; O-antigen chain-terminating methyltransferase [EC:2.1.1.- 2.1.1.294 2.7.1.181]	389	CDD	cd02440	AdoMet_MTases	102	194	1.70E-13	TRUE			HDY77193.1	42.5	398	167	9	3	389	4	350	2.10E-77	300.1	390	350	N/A	N/A		HDY77193.1 class I SAM-dependent methyltransferase [archaeon]
`Fenrir Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_226_43	(37472..38641)	-1	Lokiarchaeota	Lytic	K18827	wbdD, wbbD; O-antigen chain-terminating methyltransferase [EC:2.1.1.- 2.1.1.294 2.7.1.181]	389	CDD	cd02440	AdoMet_MTases	102	194	1.70E-13	TRUE			WP_082021158.1	38	403	234	7	1	389	4	404	3.30E-78	302.8	390	404	Proteobacteria	Geobacter soli	1510391	WP_082021158.1 class I SAM-dependent methyltransferase [Geobacter soli]
`Fenrir Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_226_43	(37472..38641)	-1	Lokiarchaeota	Lytic	K18827	wbdD, wbbD; O-antigen chain-terminating methyltransferase [EC:2.1.1.- 2.1.1.294 2.7.1.181]	389	CDD	cd02440	AdoMet_MTases	102	194	1.70E-13	TRUE			KKQ77606.1	40.1	401	223	6	1	387	1	398	3.90E-79	305.8	390	401	0;Candidatus Zambryskibacteria	Parcubacteria group bacterium GW2011_GWA1_38_7;Candidatus Zambryskibacteria bacterium RIFCSPHIGHO2_01_FULL_39_63;Candidatus Zambryskibacteria bacterium RIFCSPHIGHO2_02_FULL_39_19;Candidatus Zambryskibacteria bacterium RIFCSPHIGHO2_12_FULL_39_21;Candidatus Zambryskibacteria bacterium RIFCSPLOWO2_01_FULL_39_39	1618783;1802733;1802746;1802752;1802758	KKQ77606.1 Methyltransferase type 12 [Parcubacteria group bacterium GW2011_GWA1_38_7]
`Fenrir Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_226_43	(37472..38641)	-1	Lokiarchaeota	Lytic	K18827	wbdD, wbbD; O-antigen chain-terminating methyltransferase [EC:2.1.1.- 2.1.1.294 2.7.1.181]	389	CDD	cd02440	AdoMet_MTases	102	194	1.70E-13	TRUE			HEC98962.1	41	400	220	6	2	386	8	406	3.90E-79	305.8	390	417	N/A	N/A		HEC98962.1 class I SAM-dependent methyltransferase [Proteobacteria bacterium]
`Fenrir Meg22_1012`	Meg22_1012_scaffold_2kb_scaffold_226_43	(37472..38641)	-1	Lokiarchaeota	Lytic	K18827	wbdD, wbbD; O-antigen chain-terminating methyltransferase [EC:2.1.1.- 2.1.1.294 2.7.1.181]	389	CDD	cd02440	AdoMet_MTases	102	194	1.70E-13	TRUE			OPY61697.1	44	400	208	6	3	387	9	407	1.00E-87	334.3	390	414	Firmicutes	Pelotomaculum sp. PtaU1.Bin065	1811696	OPY61697.1 putative S-adenosylmethionine-dependent methyltransferase [Pelotomaculum sp. PtaU1.Bin065]
